variable.name,display.section,definition,code.list,lag,source,validity.years,notes,calculation,display.via.web
ret_rel_ep_cp,EUR_notifs,Relapse extrapulmonary culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_rel_labconf,Notification,Relapse  pulmonary bacteriologically confirmed TB cases (smear positive or culture positive or positive by WHO-recommended rapid diagnostics such as Xpert MTB/RIF).,,0,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
ret_rel_ndots,notif_old,"Non-DOTS, Relapse",,0,"Notification, Data collection form",,,,0
ret_rel_oth_cnu,EUR_notifs,Other relapse culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_rel_oth_cp,EUR_notifs,Other relapse culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_rel_sn_cnu,EUR_notifs,Relapse pulmonary smear-negative culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_rel_sn_cp,EUR_notifs,Relapse pulmonary smear-negative culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_rel_sp_cnu,EUR_notifs,Relapse pulmonary smear-positive culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_rel_sp_cp,EUR_notifs,Relapse pulmonary smear-positive culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_rel_su_cnu,EUR_notifs,Relapse pulmonary smear unknown / smear not done culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_rel_su_cp,EUR_notifs,Relapse pulmonary smear unknown / smear not done  culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad,Notification,Treatment after default cases,,0,"Notification, Data collection form",,,,1
ret_tad_dots,notif_old,"DOTS, After-Default",,0,"Notification, Data collection form",,,,0
ret_tad_ep_cnu,EUR_notifs,Treatment after default extrapulmonary culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad_ep_cp,EUR_notifs,Treatment after default extrapulmonary culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad_ndots,notif_old,"Non-DOTS, After-Default",,0,"Notification, Data collection form",,,,0
ret_tad_oth_cnu,EUR_notifs,Other treatment after default culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad_oth_cp,EUR_notifs,Other treatment after default culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad_sn_cnu,EUR_notifs,Treatment after default pulmonary smear-negative culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad_sn_cp,EUR_notifs,Treatment after default pulmonary smear-negative culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad_sp_cnu,EUR_notifs,Treatment after default pulmonary smear-positive culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad_sp_cp,EUR_notifs,Treatment after default pulmonary smear-positive culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad_su_cnu,EUR_notifs,Treatment after default pulmonary smear unknown / smear not done culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tad_su_cp,EUR_notifs,Treatment after default pulmonary smear unknown / smear not done  culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf,Notification,Treatment after failure cases,,0,"Notification, Data collection form",,,,1
ret_taf_dots,notif_old,"DOTS, After-Failure",,0,"Notification, Data collection form",,,,0
ret_taf_ep_cnu,EUR_notifs,Treatment after failure extrapulmonary culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf_ep_cp,EUR_notifs,Treatment after failure extrapulmonary culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf_ndots,notif_old,"Non-DOTS, After-Failure",,0,"Notification, Data collection form",,,,0
ret_taf_oth_cnu,EUR_notifs,Other treatment after failure culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf_oth_cp,EUR_notifs,Other treatment after failure culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf_sn_cnu,EUR_notifs,Treatment after failure pulmonary smear-negative culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf_sn_cp,EUR_notifs,Treatment after failure pulmonary smear-negative culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf_sp_cnu,EUR_notifs,Treatment after failure pulmonary smear-positive culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf_sp_cp,EUR_notifs,Treatment after failure pulmonary smear-positive culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf_su_cnu,EUR_notifs,Treatment after failure pulmonary smear unknown / smear not done culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_taf_su_cp,EUR_notifs,Treatment after failure pulmonary smear unknown / smear not done  culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_tnsfr_cul_dots,notif_old,"Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_tnsfr_cul_ndots,notif_old,"Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_tnsfr_dots,notif_old,"Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS",,-1,"Notification, Data collection form",,,,0
ret_tnsfr_lab_dots,notif_old,"Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_tnsfr_lab_ndots,notif_old,"Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_tnsfr_ndots,notif_old,"Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS",,-1,"Notification, Data collection form",,,,0
rev_newinc,Contacts preventive treatment,(If screen_data_available=61) Number of bacteriologically-confirmed pulmonary new and relapse TB cases whose medical records or treatment cards were included in the review,,,"Strategy, Data collection form",2019 -,Questions on screening contacts added 2020 data collection year,,1
rev_newinc_con,Contacts preventive treatment,(If screen_data_available=61) Number of household contacts identified from the bacteriologically-confirmed pulmonary new and relapse TB cases whose medical records or treatment cards were included in the review,,,"Strategy, Data collection form",2019 -,Questions on screening contacts added 2020 data collection year,,1
rev_newinc_con_screen,Contacts preventive treatment,(If screen_data_available=61) Number of household contacts who were evaluated for active TB and latent TB identified from the bacteriologically-confirmed pulmonary new and relapse TB cases whose medical records or treatment cards were included in the review,,,"Strategy, Data collection form",2019 -,Questions on screening contacts added 2020 data collection year,,1
risk_factor,Disaggregated estimates,Cases attributable to a specific risk factor,alc=Harmful use of alcohol; dia=Diabetes; hiv=HIV; smk=Smoking; und=Undernourishment; all=All (not disaggregated by specific risk factors),0,WHO GTB,2018 -,Part of long ('tidy') format added in 2019 dcyear,,1
rr_014,Drug resistance surveillance,"Among patients with results for rifampicin testing in r_rlt_new and r_rlt_ret, number resistant to rifampicin and who are aged 0-14 years",,0,DR surveillance data collection form,2016 - 2019,Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Stopped temporarily dcyear 2021.,,1
rr_15plus,Drug resistance surveillance,"Among patients with results for rifampicin testing in r_rlt_new and r_rlt_ret, number resistant to rifampicin and who are aged 15 years and over",,0,DR surveillance data collection form,2016 - 2019,Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Stopped temporarily dcyear 2021.,,1
rr_ageunk,Drug resistance surveillance,"Among patients with results for rifampicin testing in r_rlt_new and r_rlt_ret, number resistant to rifampicin and whose age is unknown",,0,DR surveillance data collection form,2016 - 2019,Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Stopped temporarily dcyear 2021.,,1
rr_bdqr,Drug resistance surveillance,Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to Bedaquiline,,0,DR surveillance data collection form,2019 -,Introduced 2020 data collection year for EUR countries only,,0
rr_cfzr,Drug resistance surveillance,Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to Clofazimine,,0,DR surveillance data collection form,2019 -,Introduced 2020 data collection year for EUR countries only,,0
rr_dlmr,Drug resistance surveillance,Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to Delamanid,,0,DR surveillance data collection form,2019 -,Introduced 2020 data collection year for EUR countries only,,0
rr_dr_2li,Drug resistance surveillance,Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to second-line injectable agents,,0,DR surveillance data collection form,2016 - 2018,Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Dropped 2020 data collection year when focus changed to testing just fluoroquinolones and not injectables.,,1
rr_dr_fq,Drug resistance surveillance,Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to fluoroquinolones,,0,DR surveillance data collection form,2016 - 2018,Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Dropped 2020 data collection year when focus changed to testing just fluoroquinolones and not injectables.,,1
rr_dr_fq_2li,Drug resistance surveillance,Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to both fluoroquinolones and second-line injectable agents,,0,DR surveillance data collection form,2016 - 2018,Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Dropped 2020 data collection year when focus changed to testing just fluoroquinolones and not injectables.,,1
rr_ds_fq2li,Drug resistance surveillance,Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and susceptible to both fluoroquinolones and second-line injectable agents,,0,DR surveillance data collection form,2016 - 2018,Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Dropped 2020 data collection year when focus changed to testing just fluoroquinolones and not injectables.,,1
